"","reference_date","horizon","target","target_end_date","location","output_type","output_type_id","value"
"42",2024-11-02,-1,"wk inc covid hosp",2024-10-26,"02","quantile",0.85,87
"43",2024-11-02,-1,"wk inc covid hosp",2024-10-26,"02","quantile",0.9,87
"44",2024-11-02,-1,"wk inc covid hosp",2024-10-26,"02","quantile",0.95,87
"45",2024-11-02,-1,"wk inc covid hosp",2024-10-26,"02","quantile",0.975,87
"46",2024-11-02,-1,"wk inc covid hosp",2024-10-26,"02","quantile",0.99,87
"47",2024-11-02,-1,"wk inc covid hosp",2024-10-26,"04","quantile",0.01,7
"48",2024-11-02,-1,"wk inc covid hosp",2024-10-26,"04","quantile",0.025,7
"49",2024-11-02,-1,"wk inc covid hosp",2024-10-26,"04","quantile",0.05,7
"50",2024-11-02,-1,"wk inc covid hosp",2024-10-26,"04","quantile",0.1,7
"51",2024-11-02,-1,"wk inc covid hosp",2024-10-26,"04","quantile",0.15,7
"52",2024-11-02,-1,"wk inc covid hosp",2024-10-26,"04","quantile",0.2,7
"53",2024-11-02,-1,"wk inc covid hosp",2024-10-26,"04","quantile",0.25,7
"54",2024-11-02,-1,"wk inc covid hosp",2024-10-26,"04","quantile",0.3,7
"55",2024-11-02,-1,"wk inc covid hosp",2024-10-26,"04","quantile",0.35,7
"56",2024-11-02,-1,"wk inc covid hosp",2024-10-26,"04","quantile",0.4,7
"57",2024-11-02,-1,"wk inc covid hosp",2024-10-26,"04","quantile",0.45,7
"58",2024-11-02,-1,"wk inc covid hosp",2024-10-26,"04","quantile",0.5,7
"59",2024-11-02,-1,"wk inc covid hosp",2024-10-26,"04","quantile",0.55,7
"60",2024-11-02,-1,"wk inc covid hosp",2024-10-26,"04","quantile",0.6,7
"61",2024-11-02,-1,"wk inc covid hosp",2024-10-26,"04","quantile",0.65,7
"62",2024-11-02,-1,"wk inc covid hosp",2024-10-26,"04","quantile",0.7,7
"63",2024-11-02,-1,"wk inc covid hosp",2024-10-26,"04","quantile",0.75,7
"64",2024-11-02,-1,"wk inc covid hosp",2024-10-26,"04","quantile",0.8,7
"65",2024-11-02,-1,"wk inc covid hosp",2024-10-26,"04","quantile",0.85,7
"66",2024-11-02,-1,"wk inc covid hosp",2024-10-26,"04","quantile",0.9,7
"67",2024-11-02,-1,"wk inc covid hosp",2024-10-26,"04","quantile",0.95,7
"68",2024-11-02,-1,"wk inc covid hosp",2024-10-26,"04","quantile",0.975,7
"69",2024-11-02,-1,"wk inc covid hosp",2024-10-26,"04","quantile",0.99,7
"70",2024-11-02,-1,"wk inc covid hosp",2024-10-26,"05","quantile",0.01,42
"71",2024-11-02,-1,"wk inc covid hosp",2024-10-26,"05","quantile",0.025,42
"72",2024-11-02,-1,"wk inc covid hosp",2024-10-26,"05","quantile",0.05,42
"73",2024-11-02,-1,"wk inc covid hosp",2024-10-26,"05","quantile",0.1,42
"74",2024-11-02,-1,"wk inc covid hosp",2024-10-26,"05","quantile",0.15,42
"75",2024-11-02,-1,"wk inc covid hosp",2024-10-26,"05","quantile",0.2,42
"76",2024-11-02,-1,"wk inc covid hosp",2024-10-26,"05","quantile",0.25,42
"77",2024-11-02,-1,"wk inc covid hosp",2024-10-26,"05","quantile",0.3,42
"78",2024-11-02,-1,"wk inc covid hosp",2024-10-26,"05","quantile",0.35,42
"79",2024-11-02,-1,"wk inc covid hosp",2024-10-26,"05","quantile",0.4,42
"80",2024-11-02,-1,"wk inc covid hosp",2024-10-26,"05","quantile",0.45,42
"81",2024-11-02,-1,"wk inc covid hosp",2024-10-26,"05","quantile",0.5,42
"82",2024-11-02,-1,"wk inc covid hosp",2024-10-26,"05","quantile",0.55,42
"83",2024-11-02,-1,"wk inc covid hosp",2024-10-26,"05","quantile",0.6,42
"84",2024-11-02,-1,"wk inc covid hosp",2024-10-26,"05","quantile",0.65,42
"85",2024-11-02,-1,"wk inc covid hosp",2024-10-26,"05","quantile",0.7,42
"86",2024-11-02,-1,"wk inc covid hosp",2024-10-26,"05","quantile",0.75,42
"87",2024-11-02,-1,"wk inc covid hosp",2024-10-26,"05","quantile",0.8,42
"88",2024-11-02,-1,"wk inc covid hosp",2024-10-26,"05","quantile",0.85,42
"89",2024-11-02,-1,"wk inc covid hosp",2024-10-26,"05","quantile",0.9,42
"90",2024-11-02,-1,"wk inc covid hosp",2024-10-26,"05","quantile",0.95,42
"91",2024-11-02,-1,"wk inc covid hosp",2024-10-26,"05","quantile",0.975,42
"92",2024-11-02,-1,"wk inc covid hosp",2024-10-26,"05","quantile",0.99,42
"93",2024-11-02,-1,"wk inc covid hosp",2024-10-26,"06","quantile",0.01,54
"94",2024-11-02,-1,"wk inc covid hosp",2024-10-26,"06","quantile",0.025,54
"95",2024-11-02,-1,"wk inc covid hosp",2024-10-26,"06","quantile",0.05,54
"96",2024-11-02,-1,"wk inc covid hosp",2024-10-26,"06","quantile",0.1,54
"97",2024-11-02,-1,"wk inc covid hosp",2024-10-26,"06","quantile",0.15,54
"98",2024-11-02,-1,"wk inc covid hosp",2024-10-26,"06","quantile",0.2,54
"99",2024-11-02,-1,"wk inc covid hosp",2024-10-26,"06","quantile",0.25,54
"100",2024-11-02,-1,"wk inc covid hosp",2024-10-26,"06","quantile",0.3,54
"101",2024-11-02,-1,"wk inc covid hosp",2024-10-26,"06","quantile",0.35,54
"102",2024-11-02,-1,"wk inc covid hosp",2024-10-26,"06","quantile",0.4,54
"103",2024-11-02,-1,"wk inc covid hosp",2024-10-26,"06","quantile",0.45,54
"104",2024-11-02,-1,"wk inc covid hosp",2024-10-26,"06","quantile",0.5,54
"105",2024-11-02,-1,"wk inc covid hosp",2024-10-26,"06","quantile",0.55,54
"106",2024-11-02,-1,"wk inc covid hosp",2024-10-26,"06","quantile",0.6,54
"107",2024-11-02,-1,"wk inc covid hosp",2024-10-26,"06","quantile",0.65,54
"108",2024-11-02,-1,"wk inc covid hosp",2024-10-26,"06","quantile",0.7,54
"109",2024-11-02,-1,"wk inc covid hosp",2024-10-26,"06","quantile",0.75,54
"110",2024-11-02,-1,"wk inc covid hosp",2024-10-26,"06","quantile",0.8,54
"111",2024-11-02,-1,"wk inc covid hosp",2024-10-26,"06","quantile",0.85,54
"112",2024-11-02,-1,"wk inc covid hosp",2024-10-26,"06","quantile",0.9,54
"113",2024-11-02,-1,"wk inc covid hosp",2024-10-26,"06","quantile",0.95,54
"114",2024-11-02,-1,"wk inc covid hosp",2024-10-26,"06","quantile",0.975,54
"115",2024-11-02,-1,"wk inc covid hosp",2024-10-26,"06","quantile",0.99,54
"116",2024-11-02,-1,"wk inc covid hosp",2024-10-26,"08","quantile",0.01,33
"117",2024-11-02,-1,"wk inc covid hosp",2024-10-26,"08","quantile",0.025,33
"118",2024-11-02,-1,"wk inc covid hosp",2024-10-26,"08","quantile",0.05,33
"119",2024-11-02,-1,"wk inc covid hosp",2024-10-26,"08","quantile",0.1,33
"120",2024-11-02,-1,"wk inc covid hosp",2024-10-26,"08","quantile",0.15,33
"121",2024-11-02,-1,"wk inc covid hosp",2024-10-26,"08","quantile",0.2,33
"122",2024-11-02,-1,"wk inc covid hosp",2024-10-26,"08","quantile",0.25,33
"123",2024-11-02,-1,"wk inc covid hosp",2024-10-26,"08","quantile",0.3,33
"124",2024-11-02,-1,"wk inc covid hosp",2024-10-26,"08","quantile",0.35,33
"125",2024-11-02,-1,"wk inc covid hosp",2024-10-26,"08","quantile",0.4,33
"126",2024-11-02,-1,"wk inc covid hosp",2024-10-26,"08","quantile",0.45,33
"127",2024-11-02,-1,"wk inc covid hosp",2024-10-26,"08","quantile",0.5,33
"128",2024-11-02,-1,"wk inc covid hosp",2024-10-26,"08","quantile",0.55,33
"129",2024-11-02,-1,"wk inc covid hosp",2024-10-26,"08","quantile",0.6,33
"130",2024-11-02,-1,"wk inc covid hosp",2024-10-26,"08","quantile",0.65,33
"131",2024-11-02,-1,"wk inc covid hosp",2024-10-26,"08","quantile",0.7,33
"132",2024-11-02,-1,"wk inc covid hosp",2024-10-26,"08","quantile",0.75,33
"133",2024-11-02,-1,"wk inc covid hosp",2024-10-26,"08","quantile",0.8,33
"134",2024-11-02,-1,"wk inc covid hosp",2024-10-26,"08","quantile",0.85,33
"135",2024-11-02,-1,"wk inc covid hosp",2024-10-26,"08","quantile",0.9,33
"136",2024-11-02,-1,"wk inc covid hosp",2024-10-26,"08","quantile",0.95,33
"137",2024-11-02,-1,"wk inc covid hosp",2024-10-26,"08","quantile",0.975,33
"138",2024-11-02,-1,"wk inc covid hosp",2024-10-26,"08","quantile",0.99,33
"139",2024-11-02,-1,"wk inc covid hosp",2024-10-26,"09","quantile",0.01,76
"140",2024-11-02,-1,"wk inc covid hosp",2024-10-26,"09","quantile",0.025,76
"141",2024-11-02,-1,"wk inc covid hosp",2024-10-26,"09","quantile",0.05,76
"142",2024-11-02,-1,"wk inc covid hosp",2024-10-26,"09","quantile",0.1,76
"143",2024-11-02,-1,"wk inc covid hosp",2024-10-26,"09","quantile",0.15,76
"144",2024-11-02,-1,"wk inc covid hosp",2024-10-26,"09","quantile",0.2,76
"145",2024-11-02,-1,"wk inc covid hosp",2024-10-26,"09","quantile",0.25,76
"146",2024-11-02,-1,"wk inc covid hosp",2024-10-26,"09","quantile",0.3,76
"147",2024-11-02,-1,"wk inc covid hosp",2024-10-26,"09","quantile",0.35,76
"148",2024-11-02,-1,"wk inc covid hosp",2024-10-26,"09","quantile",0.4,76
"149",2024-11-02,-1,"wk inc covid hosp",2024-10-26,"09","quantile",0.45,76
"150",2024-11-02,-1,"wk inc covid hosp",2024-10-26,"09","quantile",0.5,76
"151",2024-11-02,-1,"wk inc covid hosp",2024-10-26,"09","quantile",0.55,76
"152",2024-11-02,-1,"wk inc covid hosp",2024-10-26,"09","quantile",0.6,76
"153",2024-11-02,-1,"wk inc covid hosp",2024-10-26,"09","quantile",0.65,76
"154",2024-11-02,-1,"wk inc covid hosp",2024-10-26,"09","quantile",0.7,76
"155",2024-11-02,-1,"wk inc covid hosp",2024-10-26,"09","quantile",0.75,76
"156",2024-11-02,-1,"wk inc covid hosp",2024-10-26,"09","quantile",0.8,76
"157",2024-11-02,-1,"wk inc covid hosp",2024-10-26,"09","quantile",0.85,76
"158",2024-11-02,-1,"wk inc covid hosp",2024-10-26,"09","quantile",0.9,76
"159",2024-11-02,-1,"wk inc covid hosp",2024-10-26,"09","quantile",0.95,76
"160",2024-11-02,-1,"wk inc covid hosp",2024-10-26,"09","quantile",0.975,76
"161",2024-11-02,-1,"wk inc covid hosp",2024-10-26,"09","quantile",0.99,76
"162",2024-11-02,-1,"wk inc covid hosp",2024-10-26,"10","quantile",0.01,76
"163",2024-11-02,-1,"wk inc covid hosp",2024-10-26,"10","quantile",0.025,76
"164",2024-11-02,-1,"wk inc covid hosp",2024-10-26,"10","quantile",0.05,76
"165",2024-11-02,-1,"wk inc covid hosp",2024-10-26,"10","quantile",0.1,76
"166",2024-11-02,-1,"wk inc covid hosp",2024-10-26,"10","quantile",0.15,76
"167",2024-11-02,-1,"wk inc covid hosp",2024-10-26,"10","quantile",0.2,76
"168",2024-11-02,-1,"wk inc covid hosp",2024-10-26,"10","quantile",0.25,76
"169",2024-11-02,-1,"wk inc covid hosp",2024-10-26,"10","quantile",0.3,76
"170",2024-11-02,-1,"wk inc covid hosp",2024-10-26,"10","quantile",0.35,76
"171",2024-11-02,-1,"wk inc covid hosp",2024-10-26,"10","quantile",0.4,76
"172",2024-11-02,-1,"wk inc covid hosp",2024-10-26,"10","quantile",0.45,76
"173",2024-11-02,-1,"wk inc covid hosp",2024-10-26,"10","quantile",0.5,76
"174",2024-11-02,-1,"wk inc covid hosp",2024-10-26,"10","quantile",0.55,76
"175",2024-11-02,-1,"wk inc covid hosp",2024-10-26,"10","quantile",0.6,76
"176",2024-11-02,-1,"wk inc covid hosp",2024-10-26,"10","quantile",0.65,76
"177",2024-11-02,-1,"wk inc covid hosp",2024-10-26,"10","quantile",0.7,76
"178",2024-11-02,-1,"wk inc covid hosp",2024-10-26,"10","quantile",0.75,76
"179",2024-11-02,-1,"wk inc covid hosp",2024-10-26,"10","quantile",0.8,76
"180",2024-11-02,-1,"wk inc covid hosp",2024-10-26,"10","quantile",0.85,76
"181",2024-11-02,-1,"wk inc covid hosp",2024-10-26,"10","quantile",0.9,76
"182",2024-11-02,-1,"wk inc covid hosp",2024-10-26,"10","quantile",0.95,76
"183",2024-11-02,-1,"wk inc covid hosp",2024-10-26,"10","quantile",0.975,76
"184",2024-11-02,-1,"wk inc covid hosp",2024-10-26,"10","quantile",0.99,76
"185",2024-11-02,-1,"wk inc covid hosp",2024-10-26,"11","quantile",0.01,33
"186",2024-11-02,-1,"wk inc covid hosp",2024-10-26,"11","quantile",0.025,33
"187",2024-11-02,-1,"wk inc covid hosp",2024-10-26,"11","quantile",0.05,33
"188",2024-11-02,-1,"wk inc covid hosp",2024-10-26,"11","quantile",0.1,33
"189",2024-11-02,-1,"wk inc covid hosp",2024-10-26,"11","quantile",0.15,33
"190",2024-11-02,-1,"wk inc covid hosp",2024-10-26,"11","quantile",0.2,33
"191",2024-11-02,-1,"wk inc covid hosp",2024-10-26,"11","quantile",0.25,33
"192",2024-11-02,-1,"wk inc covid hosp",2024-10-26,"11","quantile",0.3,33
"193",2024-11-02,-1,"wk inc covid hosp",2024-10-26,"11","quantile",0.35,33
"194",2024-11-02,-1,"wk inc covid hosp",2024-10-26,"11","quantile",0.4,33
"195",2024-11-02,-1,"wk inc covid hosp",2024-10-26,"11","quantile",0.45,33
"196",2024-11-02,-1,"wk inc covid hosp",2024-10-26,"11","quantile",0.5,33
"197",2024-11-02,-1,"wk inc covid hosp",2024-10-26,"11","quantile",0.55,33
"198",2024-11-02,-1,"wk inc covid hosp",2024-10-26,"11","quantile",0.6,33
"199",2024-11-02,-1,"wk inc covid hosp",2024-10-26,"11","quantile",0.65,33
"200",2024-11-02,-1,"wk inc covid hosp",2024-10-26,"11","quantile",0.7,33
"201",2024-11-02,-1,"wk inc covid hosp",2024-10-26,"11","quantile",0.75,33
"202",2024-11-02,-1,"wk inc covid hosp",2024-10-26,"11","quantile",0.8,33
"203",2024-11-02,-1,"wk inc covid hosp",2024-10-26,"11","quantile",0.85,33
"204",2024-11-02,-1,"wk inc covid hosp",2024-10-26,"11","quantile",0.9,33
"205",2024-11-02,-1,"wk inc covid hosp",2024-10-26,"11","quantile",0.95,33
"206",2024-11-02,-1,"wk inc covid hosp",2024-10-26,"11","quantile",0.975,33
"207",2024-11-02,-1,"wk inc covid hosp",2024-10-26,"11","quantile",0.99,33
"208",2024-11-02,-1,"wk inc covid hosp",2024-10-26,"12","quantile",0.01,11
"209",2024-11-02,-1,"wk inc covid hosp",2024-10-26,"12","quantile",0.025,11
"210",2024-11-02,-1,"wk inc covid hosp",2024-10-26,"12","quantile",0.05,11
"211",2024-11-02,-1,"wk inc covid hosp",2024-10-26,"12","quantile",0.1,11
"212",2024-11-02,-1,"wk inc covid hosp",2024-10-26,"12","quantile",0.15,11
"213",2024-11-02,-1,"wk inc covid hosp",2024-10-26,"12","quantile",0.2,11
"214",2024-11-02,-1,"wk inc covid hosp",2024-10-26,"12","quantile",0.25,11
"215",2024-11-02,-1,"wk inc covid hosp",2024-10-26,"12","quantile",0.3,11
"216",2024-11-02,-1,"wk inc covid hosp",2024-10-26,"12","quantile",0.35,11
"217",2024-11-02,-1,"wk inc covid hosp",2024-10-26,"12","quantile",0.4,11
"218",2024-11-02,-1,"wk inc covid hosp",2024-10-26,"12","quantile",0.45,11
"219",2024-11-02,-1,"wk inc covid hosp",2024-10-26,"12","quantile",0.5,11
"220",2024-11-02,-1,"wk inc covid hosp",2024-10-26,"12","quantile",0.55,11
"221",2024-11-02,-1,"wk inc covid hosp",2024-10-26,"12","quantile",0.6,11
"222",2024-11-02,-1,"wk inc covid hosp",2024-10-26,"12","quantile",0.65,11
"223",2024-11-02,-1,"wk inc covid hosp",2024-10-26,"12","quantile",0.7,11
"224",2024-11-02,-1,"wk inc covid hosp",2024-10-26,"12","quantile",0.75,11
"225",2024-11-02,-1,"wk inc covid hosp",2024-10-26,"12","quantile",0.8,11
"226",2024-11-02,-1,"wk inc covid hosp",2024-10-26,"12","quantile",0.85,11
"227",2024-11-02,-1,"wk inc covid hosp",2024-10-26,"12","quantile",0.9,11
"228",2024-11-02,-1,"wk inc covid hosp",2024-10-26,"12","quantile",0.95,11
"229",2024-11-02,-1,"wk inc covid hosp",2024-10-26,"12","quantile",0.975,11
"230",2024-11-02,-1,"wk inc covid hosp",2024-10-26,"12","quantile",0.99,11
"231",2024-11-02,-1,"wk inc covid hosp",2024-10-26,"13","quantile",0.01,37
"232",2024-11-02,-1,"wk inc covid hosp",2024-10-26,"13","quantile",0.025,37
"233",2024-11-02,-1,"wk inc covid hosp",2024-10-26,"13","quantile",0.05,37
"234",2024-11-02,-1,"wk inc covid hosp",2024-10-26,"13","quantile",0.1,37
"235",2024-11-02,-1,"wk inc covid hosp",2024-10-26,"13","quantile",0.15,37
"236",2024-11-02,-1,"wk inc covid hosp",2024-10-26,"13","quantile",0.2,37
"237",2024-11-02,-1,"wk inc covid hosp",2024-10-26,"13","quantile",0.25,37
"238",2024-11-02,-1,"wk inc covid hosp",2024-10-26,"13","quantile",0.3,37
"239",2024-11-02,-1,"wk inc covid hosp",2024-10-26,"13","quantile",0.35,37
"240",2024-11-02,-1,"wk inc covid hosp",2024-10-26,"13","quantile",0.4,37
"241",2024-11-02,-1,"wk inc covid hosp",2024-10-26,"13","quantile",0.45,37
"242",2024-11-02,-1,"wk inc covid hosp",2024-10-26,"13","quantile",0.5,37
"243",2024-11-02,-1,"wk inc covid hosp",2024-10-26,"13","quantile",0.55,37
"244",2024-11-02,-1,"wk inc covid hosp",2024-10-26,"13","quantile",0.6,37
"245",2024-11-02,-1,"wk inc covid hosp",2024-10-26,"13","quantile",0.65,37
"246",2024-11-02,-1,"wk inc covid hosp",2024-10-26,"13","quantile",0.7,37
"247",2024-11-02,-1,"wk inc covid hosp",2024-10-26,"13","quantile",0.75,37
"248",2024-11-02,-1,"wk inc covid hosp",2024-10-26,"13","quantile",0.8,37
"249",2024-11-02,-1,"wk inc covid hosp",2024-10-26,"13","quantile",0.85,37
"250",2024-11-02,-1,"wk inc covid hosp",2024-10-26,"13","quantile",0.9,37
"251",2024-11-02,-1,"wk inc covid hosp",2024-10-26,"13","quantile",0.95,37
"252",2024-11-02,-1,"wk inc covid hosp",2024-10-26,"13","quantile",0.975,37
"253",2024-11-02,-1,"wk inc covid hosp",2024-10-26,"13","quantile",0.99,37
"254",2024-11-02,-1,"wk inc covid hosp",2024-10-26,"15","quantile",0.01,84
"255",2024-11-02,-1,"wk inc covid hosp",2024-10-26,"15","quantile",0.025,84
"256",2024-11-02,-1,"wk inc covid hosp",2024-10-26,"15","quantile",0.05,84
"257",2024-11-02,-1,"wk inc covid hosp",2024-10-26,"15","quantile",0.1,84
"258",2024-11-02,-1,"wk inc covid hosp",2024-10-26,"15","quantile",0.15,84
"259",2024-11-02,-1,"wk inc covid hosp",2024-10-26,"15","quantile",0.2,84
"260",2024-11-02,-1,"wk inc covid hosp",2024-10-26,"15","quantile",0.25,84
"261",2024-11-02,-1,"wk inc covid hosp",2024-10-26,"15","quantile",0.3,84
"262",2024-11-02,-1,"wk inc covid hosp",2024-10-26,"15","quantile",0.35,84
"263",2024-11-02,-1,"wk inc covid hosp",2024-10-26,"15","quantile",0.4,84
"264",2024-11-02,-1,"wk inc covid hosp",2024-10-26,"15","quantile",0.45,84
"265",2024-11-02,-1,"wk inc covid hosp",2024-10-26,"15","quantile",0.5,84
"266",2024-11-02,-1,"wk inc covid hosp",2024-10-26,"15","quantile",0.55,84
"267",2024-11-02,-1,"wk inc covid hosp",2024-10-26,"15","quantile",0.6,84
"268",2024-11-02,-1,"wk inc covid hosp",2024-10-26,"15","quantile",0.65,84
"269",2024-11-02,-1,"wk inc covid hosp",2024-10-26,"15","quantile",0.7,84
"270",2024-11-02,-1,"wk inc covid hosp",2024-10-26,"15","quantile",0.75,84
"271",2024-11-02,-1,"wk inc covid hosp",2024-10-26,"15","quantile",0.8,84
"272",2024-11-02,-1,"wk inc covid hosp",2024-10-26,"15","quantile",0.85,84
"273",2024-11-02,-1,"wk inc covid hosp",2024-10-26,"15","quantile",0.9,84
"274",2024-11-02,-1,"wk inc covid hosp",2024-10-26,"15","quantile",0.95,84
"275",2024-11-02,-1,"wk inc covid hosp",2024-10-26,"15","quantile",0.975,84
"276",2024-11-02,-1,"wk inc covid hosp",2024-10-26,"15","quantile",0.99,84
"277",2024-11-02,-1,"wk inc covid hosp",2024-10-26,"16","quantile",0.01,40
"278",2024-11-02,-1,"wk inc covid hosp",2024-10-26,"16","quantile",0.025,40
"279",2024-11-02,-1,"wk inc covid hosp",2024-10-26,"16","quantile",0.05,40
"280",2024-11-02,-1,"wk inc covid hosp",2024-10-26,"16","quantile",0.1,40
"281",2024-11-02,-1,"wk inc covid hosp",2024-10-26,"16","quantile",0.15,40
"282",2024-11-02,-1,"wk inc covid hosp",2024-10-26,"16","quantile",0.2,40
"283",2024-11-02,-1,"wk inc covid hosp",2024-10-26,"16","quantile",0.25,40
"284",2024-11-02,-1,"wk inc covid hosp",2024-10-26,"16","quantile",0.3,40
"285",2024-11-02,-1,"wk inc covid hosp",2024-10-26,"16","quantile",0.35,40
"286",2024-11-02,-1,"wk inc covid hosp",2024-10-26,"16","quantile",0.4,40
"287",2024-11-02,-1,"wk inc covid hosp",2024-10-26,"16","quantile",0.45,40
"288",2024-11-02,-1,"wk inc covid hosp",2024-10-26,"16","quantile",0.5,40
"289",2024-11-02,-1,"wk inc covid hosp",2024-10-26,"16","quantile",0.55,40
"290",2024-11-02,-1,"wk inc covid hosp",2024-10-26,"16","quantile",0.6,40
"291",2024-11-02,-1,"wk inc covid hosp",2024-10-26,"16","quantile",0.65,40
"292",2024-11-02,-1,"wk inc covid hosp",2024-10-26,"16","quantile",0.7,40
"293",2024-11-02,-1,"wk inc covid hosp",2024-10-26,"16","quantile",0.75,40
"294",2024-11-02,-1,"wk inc covid hosp",2024-10-26,"16","quantile",0.8,40
"295",2024-11-02,-1,"wk inc covid hosp",2024-10-26,"16","quantile",0.85,40
"296",2024-11-02,-1,"wk inc covid hosp",2024-10-26,"16","quantile",0.9,40
"297",2024-11-02,-1,"wk inc covid hosp",2024-10-26,"16","quantile",0.95,40
"298",2024-11-02,-1,"wk inc covid hosp",2024-10-26,"16","quantile",0.975,40
"299",2024-11-02,-1,"wk inc covid hosp",2024-10-26,"16","quantile",0.99,40
"300",2024-11-02,-1,"wk inc covid hosp",2024-10-26,"17","quantile",0.01,41
"301",2024-11-02,-1,"wk inc covid hosp",2024-10-26,"17","quantile",0.025,41
"302",2024-11-02,-1,"wk inc covid hosp",2024-10-26,"17","quantile",0.05,41
"303",2024-11-02,-1,"wk inc covid hosp",2024-10-26,"17","quantile",0.1,41
"304",2024-11-02,-1,"wk inc covid hosp",2024-10-26,"17","quantile",0.15,41
"305",2024-11-02,-1,"wk inc covid hosp",2024-10-26,"17","quantile",0.2,41
"306",2024-11-02,-1,"wk inc covid hosp",2024-10-26,"17","quantile",0.25,41
"307",2024-11-02,-1,"wk inc covid hosp",2024-10-26,"17","quantile",0.3,41
"308",2024-11-02,-1,"wk inc covid hosp",2024-10-26,"17","quantile",0.35,41
"309",2024-11-02,-1,"wk inc covid hosp",2024-10-26,"17","quantile",0.4,41
"310",2024-11-02,-1,"wk inc covid hosp",2024-10-26,"17","quantile",0.45,41
"311",2024-11-02,-1,"wk inc covid hosp",2024-10-26,"17","quantile",0.5,41
"312",2024-11-02,-1,"wk inc covid hosp",2024-10-26,"17","quantile",0.55,41
"313",2024-11-02,-1,"wk inc covid hosp",2024-10-26,"17","quantile",0.6,41
"314",2024-11-02,-1,"wk inc covid hosp",2024-10-26,"17","quantile",0.65,41
"315",2024-11-02,-1,"wk inc covid hosp",2024-10-26,"17","quantile",0.7,41
"316",2024-11-02,-1,"wk inc covid hosp",2024-10-26,"17","quantile",0.75,41
